NCBI Accession,type,proportion,number of bp
NZ_CP010767.1,prokaryote,2.02E-06,40.43040334
NZ_CP010776.1,prokaryote,1.75E-05,350.4625694
NZ_CP010777.1,prokaryote,3.01E-05,601.5748184
NZ_CP010779.1,prokaryote,8.41E-07,16.81313114
NZ_CP010784.1,prokaryote,2.03E-06,40.50436139
NZ_CP010795.1,prokaryote,3.53E-07,7.050667899
NZ_CP010796.1,prokaryote,2.36E-05,471.6058633
NZ_CP010802.1,prokaryote,1.02E-05,204.6172852
NZ_CP010804.1,prokaryote,5.99E-06,119.8120489
NZ_CP010818.1,prokaryote,3.05E-06,60.9907426
NZ_CP010822.1,prokaryote,2.81E-06,56.20812171
NZ_CP010833.1,prokaryote,5.82E-06,116.3113677
NZ_CP010834.1,prokaryote,2.14E-05,427.2063777
NZ_CP010835.1,prokaryote,1.02E-05,204.789854
NZ_CP010838.1,prokaryote,2.59E-08,0.517706384
NZ_CP010839.1,prokaryote,3.70E-08,0.739580549
NZ_CP010840.1,prokaryote,2.71E-08,0.542359069
NZ_CP010841.1,prokaryote,4.07E-08,0.813538604
NZ_CP010842.1,prokaryote,2.84E-08,0.567011754
NZ_CP010843.1,prokaryote,1.73E-08,0.345137589
NZ_CP010844.1,prokaryote,2.96E-08,0.591664439
NZ_CP010845.1,prokaryote,1.97E-08,0.394442959
NZ_CP010846.1,prokaryote,2.71E-08,0.542359069
NZ_CP010847.1,prokaryote,4.19E-08,0.838191289
NZ_CP010855.1,prokaryote,5.88E-06,117.5933073
NZ_CP010867.1,prokaryote,1.02E-06,20.41242315
NZ_CP010869.1,prokaryote,7.63E-06,152.6987307
NZ_CP010874.1,prokaryote,6.94E-07,13.87946163
NZ_CP010875.1,prokaryote,6.52E-07,13.04127034
NZ_CP010883.1,prokaryote,2.50E-06,50.06960316
NZ_CP010884.1,prokaryote,1.64E-06,32.71411294
NZ_CP010888.1,prokaryote,6.78E-06,135.61442
NZ_CP010890.1,prokaryote,3.33E-07,6.65622494
NZ_CP010899.1,prokaryote,1.09E-05,218.7679264
NZ_CP010904.1,prokaryote,7.78E-06,155.6817055
NZ_CP010945.1,prokaryote,1.10E-05,219.9512552
NZ_CP010951.1,prokaryote,8.43E-06,168.6490178
NZ_CP010953.1,prokaryote,8.04E-06,160.8341167
NZ_CP010961.1,prokaryote,2.96E-08,0.591664439
NZ_CP010962.1,prokaryote,2.47E-08,0.493053699
NZ_CP010963.1,prokaryote,2.34E-08,0.468401014
NZ_CP010964.1,prokaryote,3.94E-08,0.788885919
NZ_CP010965.1,prokaryote,2.96E-08,0.591664439
NZ_CP010966.1,prokaryote,1.85E-08,0.369790274
NZ_CP010989.1,prokaryote,1.56E-06,31.18564648
NZ_CP010993.1,prokaryote,1.87E-05,374.3756738
NZ_CP010994.1,prokaryote,2.57E-05,513.1949429
NZ_CP010995.1,prokaryote,1.19E-05,238.5640324
NZ_CP010997.1,prokaryote,6.65E-06,133.0505407
NZ_CP010998.1,prokaryote,1.27E-06,25.44157088
NZ_CP011007.1,prokaryote,1.42E-05,284.9357328
NZ_CP011008.1,prokaryote,3.12E-05,624.5757735
NZ_CP011010.1,prokaryote,4.75E-06,95.03610053
NZ_CP011011.1,prokaryote,1.17E-05,234.6689082
NZ_CP011012.1,prokaryote,3.34E-06,66.80877625
NZ_CP011020.1,prokaryote,1.04E-05,208.3151879
NZ_CP011022.1,prokaryote,6.04E-06,120.8721144
NZ_CP011024.1,prokaryote,6.48E-06,129.5745122
NZ_CP011025.1,prokaryote,1.67E-05,333.279648
NZ_CP011026.1,prokaryote,3.81E-06,76.25075459
NZ_CP011028.1,prokaryote,1.60E-05,320.2383777
NZ_CP011029.1,prokaryote,2.72E-06,54.40847571
NZ_CP011030.1,prokaryote,7.16E-06,143.1827943
NZ_CP011031.1,prokaryote,2.55E-06,50.93244713
NZ_CP011032.1,prokaryote,2.13E-05,426.0970069
NZ_CP011033.1,prokaryote,6.11E-06,122.2773174
NZ_CP011034.1,prokaryote,1.02E-05,204.0009681
NZ_CP011035.1,prokaryote,2.66E-06,53.12653609
NZ_CP011036.1,prokaryote,1.23E-05,245.6640056
NZ_CP011037.1,prokaryote,3.27E-06,65.45287857
NZ_CP011039.1,prokaryote,1.44E-05,287.3270432
NZ_CP011040.1,prokaryote,5.11E-06,102.1360738
NZ_CP011041.1,prokaryote,9.87E-06,197.4187012
NZ_CP011042.1,prokaryote,4.69E-06,93.82811897
NZ_CP011061.1,prokaryote,3.23E-07,6.45900346
NZ_CP011068.1,prokaryote,1.57E-06,31.4814787
NZ_CP011069.1,prokaryote,1.32E-06,26.42767828
NZ_CP011072.1,prokaryote,9.62E-06,192.3155954
NZ_CP011105.1,prokaryote,2.51E-06,50.19286658
NZ_CP011112.1,prokaryote,4.47E-06,89.36598299
NZ_CP011113.2,prokaryote,1.36E-07,2.711795346
NZ_CP011120.1,prokaryote,4.32E-06,86.45696616
NZ_CP011124.1,prokaryote,1.47E-07,2.93366951
NZ_CP011126.1,prokaryote,8.31E-06,166.1097913
NZ_CP011127.1,prokaryote,1.54E-06,30.76655083
NZ_CP011129.1,prokaryote,4.82E-06,96.34269283
NZ_CP011130.1,prokaryote,5.90E-06,117.9877502
NZ_CP011131.1,prokaryote,7.46E-06,149.1980494
NZ_CP011145.1,prokaryote,5.36E-06,107.2391796
NZ_CP011151.1,prokaryote,6.19E-06,123.8057839
NZ_CP011153.1,prokaryote,6.21E-06,124.2988376
NZ_CP011155.1,prokaryote,8.30E-06,165.9865279
NZ_CP011158.1,prokaryote,1.01E-05,201.7822264
NZ_CP011160.1,prokaryote,1.09E-06,21.71901545
NZ_CP011163.1,prokaryote,9.11E-07,18.21833419
NZ_CP011167.1,prokaryote,3.20E-08,0.640969809
NZ_CP011168.1,prokaryote,3.20E-08,0.640969809
NZ_CP011169.1,prokaryote,2.47E-08,0.493053699
NZ_CP011170.1,prokaryote,3.08E-08,0.616317124
NZ_CP011171.1,prokaryote,2.59E-08,0.517706384
NZ_CP011172.1,prokaryote,2.47E-08,0.493053699
NZ_CP011173.1,prokaryote,1.60E-08,0.320484905
NZ_CP011174.1,prokaryote,3.70E-08,0.739580549
NZ_CP011175.1,prokaryote,3.94E-08,0.788885919
NZ_CP011176.1,prokaryote,3.08E-08,0.616317124
NZ_CP011177.1,prokaryote,3.08E-08,0.616317124
NZ_CP011178.1,prokaryote,3.70E-08,0.739580549
NZ_CP011179.1,prokaryote,2.10E-08,0.419095644
NZ_CP011181.1,prokaryote,2.47E-08,0.493053699
NZ_CP011182.1,prokaryote,3.70E-08,0.739580549
NZ_CP011183.1,prokaryote,2.84E-08,0.567011754
NZ_CP011184.1,prokaryote,3.20E-08,0.640969809
NZ_CP011185.1,prokaryote,4.44E-08,0.887496659
NZ_CP011186.1,prokaryote,3.70E-08,0.739580549
NZ_CP011187.1,prokaryote,1.97E-08,0.394442959
NZ_CP011188.1,prokaryote,3.20E-08,0.640969809
NZ_CP011189.1,prokaryote,3.94E-08,0.788885919
NZ_CP011190.1,prokaryote,2.59E-08,0.517706384
NZ_CP011191.1,prokaryote,3.70E-08,0.739580549
NZ_CP011192.1,prokaryote,2.96E-08,0.591664439
NZ_CP011193.1,prokaryote,3.08E-08,0.616317124
NZ_CP011194.1,prokaryote,4.44E-08,0.887496659
NZ_CP011195.1,prokaryote,1.97E-08,0.394442959
NZ_CP011196.1,prokaryote,2.59E-08,0.517706384
NZ_CP011197.1,prokaryote,3.20E-08,0.640969809
NZ_CP011198.1,prokaryote,1.97E-08,0.394442959
NZ_CP011199.1,prokaryote,3.08E-08,0.616317124
NZ_CP011200.1,prokaryote,4.19E-08,0.838191289
NZ_CP011201.1,prokaryote,2.59E-08,0.517706384
NZ_CP011202.1,prokaryote,1.73E-08,0.345137589
NZ_CP011203.1,prokaryote,2.84E-08,0.567011754
NZ_CP011204.1,prokaryote,1.48E-08,0.29583222
NZ_CP011205.1,prokaryote,2.71E-08,0.542359069
NZ_CP011206.1,prokaryote,2.96E-08,0.591664439
NZ_CP011207.1,prokaryote,3.82E-08,0.764233234
NZ_CP011208.1,prokaryote,2.47E-08,0.493053699
NZ_CP011232.1,prokaryote,1.20E-05,240.9306901
NZ_CP011234.1,prokaryote,2.71E-08,0.542359069
NZ_CP011235.1,prokaryote,1.97E-08,0.394442959
NZ_CP011236.1,prokaryote,2.71E-08,0.542359069
NZ_CP011237.1,prokaryote,3.33E-08,0.665622494
NZ_CP011238.1,prokaryote,2.59E-08,0.517706384
NZ_CP011239.1,prokaryote,3.70E-08,0.739580549
NZ_CP011240.1,prokaryote,2.22E-08,0.443748329
NZ_CP011241.1,prokaryote,2.59E-08,0.517706384
NZ_CP011242.1,prokaryote,2.71E-08,0.542359069
NZ_CP011243.1,prokaryote,2.96E-08,0.591664439
NZ_CP011244.1,prokaryote,1.97E-08,0.394442959
NZ_CP011252.1,prokaryote,8.99E-06,179.8906422
NZ_CP011255.1,prokaryote,3.94E-08,0.788885919
NZ_CP011257.1,prokaryote,3.14E-06,62.81504128
NZ_CP011258.1,prokaryote,3.14E-06,62.88899934
NZ_CP011260.1,prokaryote,3.34E-06,66.80877625
NZ_CP011261.1,prokaryote,3.32E-06,66.48829134
NZ_CP011264.1,prokaryote,3.31E-06,66.19245912
NZ_CP011266.1,prokaryote,2.59E-05,517.3858993
NZ_CP011269.1,prokaryote,6.35E-06,127.0106329
NZ_CP011270.1,prokaryote,1.72E-05,344.7924519
NZ_CP011271.1,prokaryote,1.41E-05,282.963518
NZ_CP011273.1,prokaryote,6.87E-06,137.3647606
NZ_CP011281.1,prokaryote,1.02E-06,20.46172852
NZ_CP011286.1,prokaryote,4.02E-06,80.46636372
NZ_CP011288.1,prokaryote,2.49E-06,49.72446557
NZ_CP011289.1,prokaryote,2.47E-06,49.45328603
NZ_CP011292.1,prokaryote,2.38E-06,47.65364003
NZ_CP011299.1,prokaryote,6.60E-06,132.089086
NZ_CP011300.1,prokaryote,9.61E-06,192.1430266
NZ_CP011305.1,prokaryote,2.87E-06,57.39145059
NZ_CP011306.1,prokaryote,2.74E-06,54.72896062
NZ_CP011307.1,prokaryote,7.26E-05,1452.659461
NZ_CP011310.1,prokaryote,7.09E-06,141.8022439
NZ_CP011318.1,prokaryote,3.57E-05,713.8677984
NZ_CP011319.1,prokaryote,1.12E-05,223.0081882
NZ_CP011325.1,prokaryote,3.46E-06,69.29869743
NZ_CP011329.1,prokaryote,1.95E-06,39.00054761
NZ_CP011340.1,prokaryote,6.61E-06,132.1630441
NZ_CP011342.2,prokaryote,1.79E-07,3.57463932
NZ_CP011343.2,prokaryote,1.77E-07,3.549986635
NZ_CP011344.1,prokaryote,5.49E-06,109.7291008
NZ_CP011345.1,prokaryote,9.60E-07,19.20444159
NZ_CP011348.1,prokaryote,2.44E-06,48.76301086
NZ_CP011349.1,prokaryote,5.12E-06,102.3826006
NZ_CP011360.1,prokaryote,9.07E-06,181.394456
NZ_CP011364.1,prokaryote,5.81E-06,116.1141462
NZ_CP011367.1,prokaryote,4.24E-06,84.73127821
NZ_CP011371.1,prokaryote,9.23E-06,184.599305
NZ_CP011372.1,prokaryote,1.62E-05,324.2074599
NZ_CP011373.1,prokaryote,1.85E-05,370.0121486
NZ_CP011387.1,prokaryote,9.47E-06,189.3819259
NZ_CP011388.1,prokaryote,2.21E-05,441.578893
NZ_CP011390.1,prokaryote,3.93E-05,785.7796805
NZ_CP011391.1,prokaryote,1.59E-05,318.9071327
NZ_CP011393.1,prokaryote,1.38E-05,276.6524306
NZ_CP011400.1,prokaryote,4.19E-08,0.838191289
NZ_CP011401.1,prokaryote,3.20E-08,0.640969809
NZ_CP011402.1,prokaryote,6.44E-06,128.7116682
NZ_CP011406.1,prokaryote,5.23E-06,104.6753003
NZ_CP011407.1,prokaryote,1.47E-06,29.43530584
NZ_CP011409.1,prokaryote,1.20E-05,239.2050022
NZ_CP011419.1,prokaryote,3.97E-06,79.45560363
NZ_CP011420.1,prokaryote,1.76E-05,351.1281919
NZ_CP011427.1,prokaryote,1.16E-05,232.7459987
NZ_CP011440.1,prokaryote,2.47E-08,0.493053699
NZ_CP011441.1,prokaryote,3.08E-08,0.616317124
NZ_CP011442.1,prokaryote,3.20E-08,0.640969809
NZ_CP011443.1,prokaryote,2.96E-08,0.591664439
NZ_CP011444.1,prokaryote,2.71E-08,0.542359069
NZ_CP011445.1,prokaryote,3.45E-08,0.690275179
NZ_CP011446.1,prokaryote,4.56E-08,0.912149344
NZ_CP011447.1,prokaryote,3.70E-08,0.739580549
NZ_CP011448.1,prokaryote,2.47E-08,0.493053699
NZ_CP011454.1,prokaryote,9.43E-06,188.6423453
NZ_CP011456.1,prokaryote,4.36E-05,871.0286651
NZ_CP011460.1,prokaryote,3.57E-06,71.49278639
NZ_CP011461.1,prokaryote,1.84E-06,36.8804167
NZ_CP011474.1,prokaryote,2.34E-07,4.684010143
NZ_CP011482.1,prokaryote,2.02E-06,40.35644528
NZ_CP011483.1,prokaryote,3.04E-06,60.89213186
NZ_CP011484.1,prokaryote,2.16E-06,43.117546
NZ_CP011485.1,prokaryote,3.77E-06,75.31395256
NZ_CP011486.1,prokaryote,6.38E-06,127.6762554
NZ_CP011487.1,prokaryote,2.83E-06,56.65187004
NZ_CP011489.1,prokaryote,4.32E-06,86.40766079
NZ_CP011491.1,prokaryote,5.90E-06,117.9630975
NZ_CP011494.1,prokaryote,1.16E-05,231.7352386
NZ_CP011495.1,prokaryote,1.42E-07,2.835058771
NZ_CP011501.1,prokaryote,4.54E-06,90.72188066
NZ_CP011502.1,prokaryote,2.69E-06,53.81681127
NZ_CP011507.1,prokaryote,1.09E-05,217.1408491
NZ_CP011509.1,prokaryote,1.96E-05,392.1502597
NZ_CP011510.1,prokaryote,8.38E-08,1.676382577
NZ_CP011512.1,prokaryote,1.75E-05,350.2160426
NZ_CP011514.1,prokaryote,7.33E-06,146.5355594
NZ_CP011516.1,prokaryote,7.59E-06,151.8358867
NZ_CP011522.1,prokaryote,4.01E-06,80.1705315
NZ_CP011525.1,prokaryote,1.00E-05,200.3523707
NZ_CP011526.1,prokaryote,3.28E-07,6.5576142
NZ_CP011528.1,prokaryote,5.77E-07,11.53745656
NZ_CP011530.1,prokaryote,5.32E-06,106.3763356
NZ_CP011531.1,prokaryote,0.00948135,189626.9982
NZ_CP011532.1,prokaryote,6.14E-07,12.27703711
NZ_CP011533.1,prokaryote,8.52E-06,170.3254004
NZ_CP011535.2,prokaryote,1.41E-06,28.2026716
NZ_CP011536.1,prokaryote,1.92E-06,38.33492512
NZ_CP011538.1,prokaryote,5.70E-06,113.9447099
NZ_CP011539.1,prokaryote,3.49E-06,69.71779307
NZ_CP011541.1,prokaryote,5.54E-06,110.7152082
NZ_CP011542.1,prokaryote,1.05E-05,210.5832349
NZ_CP011545.1,prokaryote,4.88E-06,97.57532708
NZ_CP011546.1,prokaryote,3.69E-06,73.76083341
NZ_CP011564.1,prokaryote,3.08E-06,61.65636509
NZ_CP011566.1,prokaryote,8.15E-06,162.9542476
NZ_CP011567.1,prokaryote,8.65E-06,172.9878904
NZ_CP011568.3,prokaryote,4.41E-06,88.20730679
NZ_CP011572.1,prokaryote,1.54E-06,30.88981426
NZ_CP011574.1,prokaryote,4.41E-06,88.18265411
NZ_CP011578.1,prokaryote,5.53E-07,11.06905555
NZ_CP011581.1,prokaryote,1.61E-06,32.19640656
NZ_CP011584.1,prokaryote,1.56E-06,31.23495185
NZ_CP011591.1,prokaryote,3.57E-06,71.39417565
NZ_CP011597.1,prokaryote,6.09E-06,121.8335691
NZ_CP011602.1,prokaryote,1.05E-05,210.8297618
NZ_CP011612.1,prokaryote,2.76E-06,55.19736163
NZ_CP011618.1,prokaryote,5.94E-06,118.7519835
NZ_CP011624.1,prokaryote,4.47E-07,8.948924641
NZ_CP011636.1,prokaryote,3.39E-06,67.74557828
NZ_CP011642.1,prokaryote,5.07E-06,101.495104
NZ_CP011647.1,prokaryote,1.97E-07,3.944429594
NZ_CP011650.1,prokaryote,1.62E-06,32.44293341
NZ_CP011657.1,prokaryote,2.57E-06,51.30223741
NZ_CP011660.1,prokaryote,2.21E-06,44.12830608
NZ_CP011662.1,prokaryote,1.61E-06,32.22105925
NZ_CP011663.1,prokaryote,2.87E-05,574.2103381
NZ_CP011664.1,prokaryote,5.87E-06,117.3467804
NZ_CP011685.1,prokaryote,4.09E-07,8.184691407
NZ_CP011686.1,prokaryote,1.98E-06,39.6661701
NZ_CP011687.1,prokaryote,2.10E-08,0.419095644
NZ_CP011688.1,prokaryote,1.73E-08,0.345137589
NZ_CP011689.1,prokaryote,3.33E-08,0.665622494
NZ_CP011690.1,prokaryote,1.73E-08,0.345137589
NZ_CP011691.1,prokaryote,1.48E-08,0.29583222
NZ_CP011692.1,prokaryote,3.57E-08,0.714927864
NZ_CP011693.1,prokaryote,2.47E-08,0.493053699
NZ_CP011694.1,prokaryote,2.22E-08,0.443748329
NZ_CP011695.1,prokaryote,2.59E-08,0.517706384
NZ_CP011696.1,prokaryote,1.97E-08,0.394442959
NZ_CP011697.1,prokaryote,2.59E-08,0.517706384
NZ_CP011698.1,prokaryote,2.22E-08,0.443748329
NZ_CP011699.1,prokaryote,2.10E-08,0.419095644
NZ_CP011700.1,prokaryote,2.96E-08,0.591664439
NZ_CP011701.1,prokaryote,2.47E-08,0.493053699
NZ_CP011702.1,prokaryote,1.97E-08,0.394442959
NZ_CP011703.1,prokaryote,2.71E-08,0.542359069
NZ_CP011704.1,prokaryote,3.57E-08,0.714927864
NZ_CP011705.1,prokaryote,3.20E-08,0.640969809
NZ_CP011706.1,prokaryote,2.59E-08,0.517706384
NZ_CP011707.1,prokaryote,3.45E-08,0.690275179
NZ_CP011708.1,prokaryote,4.07E-08,0.813538604
NZ_CP011709.1,prokaryote,3.70E-08,0.739580549
NZ_CP011710.1,prokaryote,2.22E-08,0.443748329
NZ_CP011711.1,prokaryote,2.84E-08,0.567011754
NZ_CP011712.1,prokaryote,2.47E-08,0.493053699
NZ_CP011713.1,prokaryote,2.47E-08,0.493053699
NZ_CP011714.1,prokaryote,3.20E-08,0.640969809
NZ_CP011715.1,prokaryote,3.08E-08,0.616317124
NZ_CP011716.1,prokaryote,7.40E-09,0.14791611
NZ_CP011717.1,prokaryote,2.84E-08,0.567011754
NZ_CP011718.1,prokaryote,2.59E-08,0.517706384
NZ_CP011719.1,prokaryote,2.71E-08,0.542359069
NZ_CP011720.1,prokaryote,2.84E-08,0.567011754
NZ_CP011721.1,prokaryote,2.96E-08,0.591664439
NZ_CP011722.1,prokaryote,2.22E-08,0.443748329
NZ_CP011723.1,prokaryote,1.23E-08,0.24652685
NZ_CP011724.1,prokaryote,2.22E-08,0.443748329
NZ_CP011725.1,prokaryote,2.71E-08,0.542359069
NZ_CP011726.1,prokaryote,2.59E-08,0.517706384
NZ_CP011727.1,prokaryote,3.33E-08,0.665622494
NZ_CP011728.1,prokaryote,2.71E-08,0.542359069
NZ_CP011729.1,prokaryote,1.23E-08,0.24652685
NZ_CP011730.1,prokaryote,3.70E-08,0.739580549
NZ_CP011731.1,prokaryote,2.96E-08,0.591664439
NZ_CP011732.1,prokaryote,2.47E-08,0.493053699
NZ_CP011733.1,prokaryote,2.84E-08,0.567011754
NZ_CP011734.1,prokaryote,2.96E-08,0.591664439
NZ_CP011735.1,prokaryote,3.45E-08,0.690275179
NZ_CP011736.1,prokaryote,3.94E-08,0.788885919
NZ_CP011737.1,prokaryote,3.20E-08,0.640969809
NZ_CP011738.1,prokaryote,2.96E-08,0.591664439
NZ_CP011739.1,prokaryote,2.71E-08,0.542359069
NZ_CP011740.1,prokaryote,2.47E-08,0.493053699
NZ_CP011741.1,prokaryote,1.97E-08,0.394442959
NZ_CP011742.1,prokaryote,2.22E-08,0.443748329
NZ_CP011743.1,prokaryote,2.47E-08,0.493053699
NZ_CP011744.1,prokaryote,2.47E-08,0.493053699
NZ_CP011745.1,prokaryote,1.73E-08,0.345137589
NZ_CP011746.1,prokaryote,1.11E-08,0.221874165
NZ_CP011747.1,prokaryote,3.57E-08,0.714927864
NZ_CP011748.1,prokaryote,2.22E-08,0.443748329
NZ_CP011749.1,prokaryote,1.60E-08,0.320484905
NZ_CP011750.1,prokaryote,4.07E-08,0.813538604
NZ_CP011751.1,prokaryote,2.71E-08,0.542359069
NZ_CP011752.1,prokaryote,3.82E-08,0.764233234
NZ_CP011753.1,prokaryote,1.73E-08,0.345137589
NZ_CP011754.1,prokaryote,2.59E-08,0.517706384
NZ_CP011755.1,prokaryote,2.22E-08,0.443748329
NZ_CP011756.1,prokaryote,1.85E-08,0.369790274
NZ_CP011757.1,prokaryote,3.70E-08,0.739580549
NZ_CP011758.1,prokaryote,1.97E-08,0.394442959
NZ_CP011759.1,prokaryote,1.11E-08,0.221874165
NZ_CP011760.1,prokaryote,2.47E-08,0.493053699
NZ_CP011761.1,prokaryote,3.33E-08,0.665622494
NZ_CP011762.1,prokaryote,3.20E-08,0.640969809
NZ_CP011763.1,prokaryote,2.34E-08,0.468401014
NZ_CP011764.1,prokaryote,3.57E-08,0.714927864
NZ_CP011765.1,prokaryote,2.22E-08,0.443748329
NZ_CP011766.1,prokaryote,4.44E-08,0.887496659
NZ_CP011767.1,prokaryote,1.97E-08,0.394442959
NZ_CP011768.1,prokaryote,3.45E-08,0.690275179
NZ_CP011769.1,prokaryote,7.93E-07,15.85167643
NZ_CP011773.1,prokaryote,6.39E-06,127.7255608
NZ_CP011774.1,prokaryote,7.18E-06,143.6511953
NZ_CP011775.1,prokaryote,2.64E-06,52.7813985
NZ_CP011776.1,prokaryote,3.92E-06,78.39553818
NZ_CP011786.1,prokaryote,3.10E-06,62.07546073
NZ_CP011787.1,prokaryote,5.81E-06,116.2620623
NZ_CP011789.1,prokaryote,9.36E-06,187.1631842
NZ_CP011790.1,prokaryote,2.47E-07,4.930536992
NZ_CP011791.1,prokaryote,2.26E-07,4.511441348
NZ_CP011798.1,prokaryote,5.74E-06,114.7829012
NZ_CP011801.1,prokaryote,8.29E-06,165.8139591
NZ_CP011803.1,prokaryote,7.65E-05,1529.723755
NZ_CP011807.3,prokaryote,7.85E-06,156.9143398
NZ_CP011827.2,prokaryote,5.92E-07,11.83328878
NZ_CP011828.1,prokaryote,1.89E-06,37.76791336
NZ_CP011834.1,prokaryote,9.46E-06,189.2340098
NZ_CP011835.1,prokaryote,6.09E-06,121.7103057
NZ_CP011849.2,prokaryote,1.73E-06,34.587717
NZ_CP011853.1,prokaryote,4.52E-06,90.37674307
NZ_CP011854.1,prokaryote,7.07E-06,141.4571063
NZ_CP011855.1,prokaryote,1.52E-05,304.3373959
NZ_CP011856.1,prokaryote,7.38E-06,147.6202776
NZ_CP011859.1,prokaryote,2.15E-05,429.3018559
NZ_CP011862.1,prokaryote,3.17E-06,63.30809498
NZ_CP011863.1,prokaryote,4.64E-06,92.7927062
NZ_CP011868.1,prokaryote,9.15E-06,183.0708385
NZ_CP011882.1,prokaryote,2.02E-06,40.30713991
NZ_CP011883.2,prokaryote,5.37E-06,107.4364011
NZ_CP011884.1,prokaryote,2.05E-06,40.94810972
NZ_CP011885.1,prokaryote,1.12E-06,22.40929063
NZ_CP011913.1,prokaryote,2.61E-06,52.2883448
NZ_CP011914.1,prokaryote,2.53E-05,506.7112867
NZ_CP011915.1,prokaryote,1.01E-06,20.19054898
NZ_CP011917.1,prokaryote,9.55E-07,19.10583085
NZ_CP011918.1,prokaryote,8.22E-07,16.44334087
NZ_CP011919.1,prokaryote,5.21E-07,10.42808574
NZ_CP011921.2,prokaryote,4.27E-06,85.44620608
NZ_CP011922.2,prokaryote,4.27E-06,85.42155339
NZ_CP011923.2,prokaryote,4.52E-06,90.47535381
NZ_CP011927.1,prokaryote,1.21E-05,242.9275576
NZ_CP011929.1,prokaryote,1.21E-05,241.7935341
NZ_CP011930.1,prokaryote,6.42E-06,128.4651413
NZ_CP011931.1,prokaryote,1.51E-05,302.8582348
NZ_CP011932.1,prokaryote,1.19E-06,23.71588293
NZ_CP011934.1,prokaryote,1.51E-05,302.0200435
NZ_CP011935.1,prokaryote,1.29E-06,25.86066653
NZ_CP011937.1,prokaryote,1.22E-06,24.30754737
NZ_CP011938.1,prokaryote,2.86E-07,5.719422911
NZ_CP011939.1,prokaryote,1.15E-05,229.9355926
NZ_CP011942.1,prokaryote,2.72E-07,5.448243377
NZ_CP011947.1,prokaryote,2.89E-06,57.78589355
NZ_CP011955.1,prokaryote,6.52E-07,13.04127034
NZ_CP011956.1,prokaryote,7.45E-07,14.89022172
NZ_CP011957.1,prokaryote,8.99E-07,17.97180734
NZ_CP011958.1,prokaryote,7.98E-07,15.95028717
NZ_CP011959.1,prokaryote,8.20E-07,16.3940355
NZ_CP011960.1,prokaryote,5.81E-07,11.61141462
NZ_CP011961.1,prokaryote,6.71E-07,13.41106062
NZ_CP011962.1,prokaryote,1.03E-06,20.60964463
NZ_CP011964.1,prokaryote,2.21E-06,44.15295877
NZ_CP011965.1,prokaryote,2.19E-06,43.78316849
NZ_CP011966.2,prokaryote,6.25E-05,1249.496685
NZ_CP011971.1,prokaryote,5.46E-06,109.2360471
NZ_CP011972.2,prokaryote,2.12E-06,42.4519235
NZ_CP011974.1,prokaryote,4.41E-05,881.9498045
NZ_CP011975.1,prokaryote,1.35E-05,270.3166906
NZ_CP011976.1,prokaryote,2.60E-07,5.201716527
NZ_CP011980.1,prokaryote,2.88E-07,5.768728281
NZ_CP011985.1,prokaryote,2.76E-07,5.522201432
NZ_CP011989.1,prokaryote,3.01E-07,6.015255131
NZ_CP011994.1,prokaryote,5.98E-06,119.5655221
NZ_CP011995.1,prokaryote,4.08E-06,81.50177648
NZ_CP011996.1,prokaryote,2.03E-05,406.8432599
NZ_CP012001.1,prokaryote,4.93E-07,9.861073985
NZ_CP012002.1,prokaryote,7.62E-07,15.23535931
NZ_CP012004.1,prokaryote,1.87E-06,37.42277577
NZ_CP012006.1,prokaryote,2.16E-06,43.117546
NZ_CP012009.1,prokaryote,3.32E-06,66.41433329
NZ_CP012011.1,prokaryote,1.87E-06,37.42277577
NZ_CP012012.1,prokaryote,1.81E-06,36.21479421
NZ_CP012013.1,prokaryote,1.85E-06,37.02833281
NZ_CP012015.1,prokaryote,1.73E-06,34.587717
NZ_CP012018.1,prokaryote,1.75E-06,35.05611802
NZ_CP012019.1,prokaryote,2.99E-06,59.80741372
NZ_CP012020.1,prokaryote,1.23E-05,245.4667842
NZ_CP012021.1,prokaryote,1.00E-06,20.06728556
NZ_CP012022.2,prokaryote,1.02E-06,20.38777046
NZ_CP012023.1,prokaryote,8.03E-06,160.6862006
NZ_CP012024.1,prokaryote,1.80E-05,360.8906552
NZ_CP012026.1,prokaryote,1.04E-06,20.75756074
NZ_CP012027.1,prokaryote,9.21E-07,18.41555567
NZ_CP012028.1,prokaryote,9.11E-07,18.21833419
NZ_CP012029.1,prokaryote,2.06E-05,411.9956711
NZ_CP012030.1,prokaryote,1.52E-06,30.3228025
NZ_CP012033.1,prokaryote,1.06E-05,211.0023306
NZ_CP012034.1,prokaryote,1.96E-05,392.2488704
NZ_CP012037.1,prokaryote,3.80E-06,76.02888042
NZ_CP012040.1,prokaryote,4.89E-05,978.8102037
NZ_CP012041.1,prokaryote,4.84E-07,9.68850519
NZ_CP012042.1,prokaryote,3.97E-07,7.938164558
NZ_CP012044.1,prokaryote,1.31E-06,26.18115143
NZ_CP012045.1,prokaryote,1.81E-06,36.21479421
NZ_CP012046.1,prokaryote,3.30E-06,65.94593227
NZ_CP012047.1,prokaryote,1.39E-05,278.2302025
NZ_CP012066.1,prokaryote,6.37E-07,12.74543813
NZ_CP012067.1,prokaryote,1.03E-05,205.4061711
NZ_CP012068.1,prokaryote,1.47E-05,294.3777111
