NCBI Accession,type,proportion,number of bp
NZ_CP010548.1,prokaryote,1.48E-06,29.58322195
NZ_CP010549.1,prokaryote,1.56E-06,31.18564648
NZ_CP010550.1,prokaryote,1.65E-06,32.91133442
NZ_CP010551.1,prokaryote,1.53E-06,30.56932935
NZ_CP010552.1,prokaryote,4.05E-05,809.5941742
NZ_CP010567.1,prokaryote,1.74E-06,34.88354922
NZ_CP010569.1,prokaryote,1.97E-06,39.32103251
NZ_CP010571.1,prokaryote,1.86E-06,37.10229087
NZ_CP010586.1,prokaryote,0.000113606,2272.11471
NZ_CP010588.1,prokaryote,1.02E-05,204.1242315
NZ_CP010599.1,prokaryote,6.27E-06,125.358903
NZ_CP010610.1,prokaryote,6.29E-06,125.8519567
NZ_CP010617.1,prokaryote,6.25E-06,124.9891128
NZ_CP010623.1,prokaryote,5.91E-06,118.2096244
NZ_CP010629.1,prokaryote,8.36E-06,167.145204
NZ_CP010636.1,prokaryote,1.00E-05,200.1798019
NZ_CP010643.1,prokaryote,9.74E-06,194.8794746
NZ_CP010650.1,prokaryote,6.93E-06,138.6713529
NZ_CP010656.1,prokaryote,1.09E-05,217.5599448
NZ_CP010661.1,prokaryote,6.06E-06,121.29121
NZ_CP010668.1,prokaryote,5.57E-06,111.3068726
NZ_CP010673.1,prokaryote,1.08E-05,216.3273105
NZ_CP010681.1,prokaryote,1.24E-05,248.6223278
NZ_CP010689.1,prokaryote,9.32E-06,186.3742983
NZ_CP010696.1,prokaryote,5.58E-06,111.6766629
NZ_CP010705.1,prokaryote,6.47E-06,129.3033326
NZ_CP010715.1,prokaryote,9.63E-06,192.5374696
NZ_CP010725.1,prokaryote,8.41E-06,168.2545749
NZ_CP010735.1,prokaryote,1.08E-05,216.6971008
NZ_CP010741.1,prokaryote,6.77E-06,135.3432404
NZ_CP010745.1,prokaryote,7.49E-06,149.7650611
NZ_CP010749.1,prokaryote,6.45E-06,128.9335424
NZ_CP010756.1,prokaryote,5.93E-06,118.5794147
NZ_CP010767.1,prokaryote,1.01E-05,202.1520167
NZ_CP010776.1,prokaryote,8.76E-05,1752.312847
NZ_CP010777.1,prokaryote,0.000150394,3007.874092
NZ_CP010779.1,prokaryote,4.20E-06,84.06565572
NZ_CP010784.1,prokaryote,1.01E-05,202.521807
NZ_CP010795.1,prokaryote,1.76E-06,35.2533395
NZ_CP010796.1,prokaryote,0.000117901,2358.029317
NZ_CP010802.1,prokaryote,5.12E-05,1023.086426
NZ_CP010804.1,prokaryote,3.00E-05,599.0602446
NZ_CP010818.1,prokaryote,1.52E-05,304.953713
NZ_CP010822.1,prokaryote,1.41E-05,281.0406086
NZ_CP010833.1,prokaryote,2.91E-05,581.5568383
NZ_CP010834.1,prokaryote,0.000106802,2136.031889
NZ_CP010835.1,prokaryote,5.12E-05,1023.94927
NZ_CP010838.1,prokaryote,1.29E-07,2.588531921
NZ_CP010839.1,prokaryote,1.85E-07,3.697902744
NZ_CP010840.1,prokaryote,1.36E-07,2.711795346
NZ_CP010841.1,prokaryote,2.03E-07,4.067693019
NZ_CP010842.1,prokaryote,1.42E-07,2.835058771
NZ_CP010843.1,prokaryote,8.63E-08,1.725687947
NZ_CP010844.1,prokaryote,1.48E-07,2.958322195
NZ_CP010845.1,prokaryote,9.86E-08,1.972214797
NZ_CP010846.1,prokaryote,1.36E-07,2.711795346
NZ_CP010847.1,prokaryote,2.10E-07,4.190956444
NZ_CP010855.1,prokaryote,2.94E-05,587.9665363
NZ_CP010867.1,prokaryote,5.10E-06,102.0621157
NZ_CP010869.1,prokaryote,3.82E-05,763.4936533
NZ_CP010874.1,prokaryote,3.47E-06,69.39730817
NZ_CP010875.1,prokaryote,3.26E-06,65.20635172
NZ_CP010883.1,prokaryote,1.25E-05,250.3480158
NZ_CP010884.1,prokaryote,8.18E-06,163.5705647
NZ_CP010888.1,prokaryote,3.39E-05,678.0720999
NZ_CP010890.1,prokaryote,1.66E-06,33.2811247
NZ_CP010899.1,prokaryote,5.47E-05,1093.839632
NZ_CP010904.1,prokaryote,3.89E-05,778.4085277
NZ_CP010945.1,prokaryote,5.50E-05,1099.756276
NZ_CP010951.1,prokaryote,4.22E-05,843.2450891
NZ_CP010953.1,prokaryote,4.02E-05,804.1705835
NZ_CP010961.1,prokaryote,1.48E-07,2.958322195
NZ_CP010962.1,prokaryote,1.23E-07,2.465268496
NZ_CP010963.1,prokaryote,1.17E-07,2.342005071
NZ_CP010964.1,prokaryote,1.97E-07,3.944429594
NZ_CP010965.1,prokaryote,1.48E-07,2.958322195
NZ_CP010966.1,prokaryote,9.24E-08,1.848951372
NZ_CP010989.1,prokaryote,7.80E-06,155.9282324
NZ_CP010993.1,prokaryote,9.36E-05,1871.878369
NZ_CP010994.1,prokaryote,0.000128299,2565.974714
NZ_CP010995.1,prokaryote,5.96E-05,1192.820162
NZ_CP010997.1,prokaryote,3.33E-05,665.2527037
NZ_CP010998.1,prokaryote,6.36E-06,127.2078544
NZ_CP011007.1,prokaryote,7.12E-05,1424.678664
NZ_CP011008.1,prokaryote,0.000156144,3122.878868
NZ_CP011010.1,prokaryote,2.38E-05,475.1805026
NZ_CP011011.1,prokaryote,5.87E-05,1173.344541
NZ_CP011012.1,prokaryote,1.67E-05,334.0438812
NZ_CP011020.1,prokaryote,5.21E-05,1041.57594
NZ_CP011022.1,prokaryote,3.02E-05,604.3605718
NZ_CP011024.1,prokaryote,3.24E-05,647.8725608
NZ_CP011025.1,prokaryote,8.33E-05,1666.39824
NZ_CP011026.1,prokaryote,1.91E-05,381.2537729
NZ_CP011028.1,prokaryote,8.01E-05,1601.191888
NZ_CP011029.1,prokaryote,1.36E-05,272.0423786
NZ_CP011030.1,prokaryote,3.58E-05,715.9139713
NZ_CP011031.1,prokaryote,1.27E-05,254.6622357
NZ_CP011032.1,prokaryote,0.000106524,2130.485034
NZ_CP011033.1,prokaryote,3.06E-05,611.3865871
NZ_CP011034.1,prokaryote,5.10E-05,1020.00484
NZ_CP011035.1,prokaryote,1.33E-05,265.6326805
NZ_CP011036.1,prokaryote,6.14E-05,1228.320028
NZ_CP011037.1,prokaryote,1.64E-05,327.2643929
NZ_CP011039.1,prokaryote,7.18E-05,1436.635216
NZ_CP011040.1,prokaryote,2.55E-05,510.680369
NZ_CP011041.1,prokaryote,4.94E-05,987.0935059
NZ_CP011042.1,prokaryote,2.35E-05,469.1405948
NZ_CP011061.1,prokaryote,1.61E-06,32.2950173
NZ_CP011068.1,prokaryote,7.87E-06,157.4073935
NZ_CP011069.1,prokaryote,6.61E-06,132.1383914
NZ_CP011072.1,prokaryote,4.81E-05,961.5779769
NZ_CP011105.1,prokaryote,1.25E-05,250.9643329
NZ_CP011112.1,prokaryote,2.23E-05,446.8299149
NZ_CP011113.2,prokaryote,6.78E-07,13.55897673
NZ_CP011120.1,prokaryote,2.16E-05,432.2848308
NZ_CP011124.1,prokaryote,7.33E-07,14.66834755
NZ_CP011126.1,prokaryote,4.15E-05,830.5489564
NZ_CP011127.1,prokaryote,7.69E-06,153.8327542
NZ_CP011129.1,prokaryote,2.41E-05,481.7134642
NZ_CP011130.1,prokaryote,2.95E-05,589.9387511
NZ_CP011131.1,prokaryote,3.73E-05,745.990247
NZ_CP011145.1,prokaryote,2.68E-05,536.1958979
NZ_CP011151.1,prokaryote,3.10E-05,619.0289194
NZ_CP011153.1,prokaryote,3.11E-05,621.4941879
NZ_CP011155.1,prokaryote,4.15E-05,829.9326393
NZ_CP011158.1,prokaryote,5.04E-05,1008.911132
NZ_CP011160.1,prokaryote,5.43E-06,108.5950773
NZ_CP011163.1,prokaryote,4.55E-06,91.09167094
NZ_CP011167.1,prokaryote,1.60E-07,3.204849045
NZ_CP011168.1,prokaryote,1.60E-07,3.204849045
NZ_CP011169.1,prokaryote,1.23E-07,2.465268496
NZ_CP011170.1,prokaryote,1.54E-07,3.08158562
NZ_CP011171.1,prokaryote,1.29E-07,2.588531921
NZ_CP011172.1,prokaryote,1.23E-07,2.465268496
NZ_CP011173.1,prokaryote,8.01E-08,1.602424523
NZ_CP011174.1,prokaryote,1.85E-07,3.697902744
NZ_CP011175.1,prokaryote,1.97E-07,3.944429594
NZ_CP011176.1,prokaryote,1.54E-07,3.08158562
NZ_CP011177.1,prokaryote,1.54E-07,3.08158562
NZ_CP011178.1,prokaryote,1.85E-07,3.697902744
NZ_CP011179.1,prokaryote,1.05E-07,2.095478222
NZ_CP011181.1,prokaryote,1.23E-07,2.465268496
NZ_CP011182.1,prokaryote,1.85E-07,3.697902744
NZ_CP011183.1,prokaryote,1.42E-07,2.835058771
NZ_CP011184.1,prokaryote,1.60E-07,3.204849045
NZ_CP011185.1,prokaryote,2.22E-07,4.437483293
NZ_CP011186.1,prokaryote,1.85E-07,3.697902744
NZ_CP011187.1,prokaryote,9.86E-08,1.972214797
NZ_CP011188.1,prokaryote,1.60E-07,3.204849045
NZ_CP011189.1,prokaryote,1.97E-07,3.944429594
NZ_CP011190.1,prokaryote,1.29E-07,2.588531921
NZ_CP011191.1,prokaryote,1.85E-07,3.697902744
NZ_CP011192.1,prokaryote,1.48E-07,2.958322195
NZ_CP011193.1,prokaryote,1.54E-07,3.08158562
NZ_CP011194.1,prokaryote,2.22E-07,4.437483293
NZ_CP011195.1,prokaryote,9.86E-08,1.972214797
NZ_CP011196.1,prokaryote,1.29E-07,2.588531921
NZ_CP011197.1,prokaryote,1.60E-07,3.204849045
NZ_CP011198.1,prokaryote,9.86E-08,1.972214797
NZ_CP011199.1,prokaryote,1.54E-07,3.08158562
NZ_CP011200.1,prokaryote,2.10E-07,4.190956444
NZ_CP011201.1,prokaryote,1.29E-07,2.588531921
NZ_CP011202.1,prokaryote,8.63E-08,1.725687947
NZ_CP011203.1,prokaryote,1.42E-07,2.835058771
NZ_CP011204.1,prokaryote,7.40E-08,1.479161098
NZ_CP011205.1,prokaryote,1.36E-07,2.711795346
NZ_CP011206.1,prokaryote,1.48E-07,2.958322195
NZ_CP011207.1,prokaryote,1.91E-07,3.821166169
NZ_CP011208.1,prokaryote,1.23E-07,2.465268496
NZ_CP011232.1,prokaryote,6.02E-05,1204.653451
NZ_CP011234.1,prokaryote,1.36E-07,2.711795346
NZ_CP011235.1,prokaryote,9.86E-08,1.972214797
NZ_CP011236.1,prokaryote,1.36E-07,2.711795346
NZ_CP011237.1,prokaryote,1.66E-07,3.32811247
NZ_CP011238.1,prokaryote,1.29E-07,2.588531921
NZ_CP011239.1,prokaryote,1.85E-07,3.697902744
NZ_CP011240.1,prokaryote,1.11E-07,2.218741647
NZ_CP011241.1,prokaryote,1.29E-07,2.588531921
NZ_CP011242.1,prokaryote,1.36E-07,2.711795346
NZ_CP011243.1,prokaryote,1.48E-07,2.958322195
NZ_CP011244.1,prokaryote,9.86E-08,1.972214797
NZ_CP011252.1,prokaryote,4.50E-05,899.4532108
NZ_CP011255.1,prokaryote,1.97E-07,3.944429594
NZ_CP011257.1,prokaryote,1.57E-05,314.0752064
NZ_CP011258.1,prokaryote,1.57E-05,314.4449967
NZ_CP011260.1,prokaryote,1.67E-05,334.0438812
NZ_CP011261.1,prokaryote,1.66E-05,332.4414567
NZ_CP011264.1,prokaryote,1.65E-05,330.9622956
NZ_CP011266.1,prokaryote,0.000129346,2586.929497
NZ_CP011269.1,prokaryote,3.18E-05,635.0531646
NZ_CP011270.1,prokaryote,8.62E-05,1723.962259
NZ_CP011271.1,prokaryote,7.07E-05,1414.81759
NZ_CP011273.1,prokaryote,3.43E-05,686.823803
NZ_CP011281.1,prokaryote,5.12E-06,102.3086426
NZ_CP011286.1,prokaryote,2.01E-05,402.3318186
NZ_CP011288.1,prokaryote,1.24E-05,248.6223278
NZ_CP011289.1,prokaryote,1.24E-05,247.2664302
NZ_CP011292.1,prokaryote,1.19E-05,238.2682002
NZ_CP011299.1,prokaryote,3.30E-05,660.4454301
NZ_CP011300.1,prokaryote,4.80E-05,960.715133
NZ_CP011305.1,prokaryote,1.43E-05,286.957253
NZ_CP011306.1,prokaryote,1.37E-05,273.6448031
NZ_CP011307.1,prokaryote,0.000363165,7263.297307
NZ_CP011310.1,prokaryote,3.55E-05,709.0112195
NZ_CP011318.1,prokaryote,0.000178467,3569.338992
NZ_CP011319.1,prokaryote,5.58E-05,1115.040941
NZ_CP011325.1,prokaryote,1.73E-05,346.4934871
NZ_CP011329.1,prokaryote,9.75E-06,195.0027381
NZ_CP011340.1,prokaryote,3.30E-05,660.8152204
NZ_CP011342.2,prokaryote,8.94E-07,17.8731966
NZ_CP011343.2,prokaryote,8.87E-07,17.74993317
NZ_CP011344.1,prokaryote,2.74E-05,548.6455038
NZ_CP011345.1,prokaryote,4.80E-06,96.02220793
NZ_CP011348.1,prokaryote,1.22E-05,243.8150543
NZ_CP011349.1,prokaryote,2.56E-05,511.9130032
NZ_CP011360.1,prokaryote,4.53E-05,906.9722798
NZ_CP011364.1,prokaryote,2.90E-05,580.5707309
NZ_CP011367.1,prokaryote,2.12E-05,423.6563911
NZ_CP011371.1,prokaryote,4.61E-05,922.996525
NZ_CP011372.1,prokaryote,8.11E-05,1621.0373
NZ_CP011373.1,prokaryote,9.25E-05,1850.060743
NZ_CP011387.1,prokaryote,4.73E-05,946.9096294
NZ_CP011388.1,prokaryote,0.000110395,2207.894465
NZ_CP011390.1,prokaryote,0.000196445,3928.898402
NZ_CP011391.1,prokaryote,7.97E-05,1594.535663
NZ_CP011393.1,prokaryote,6.92E-05,1383.262153
NZ_CP011400.1,prokaryote,2.10E-07,4.190956444
NZ_CP011401.1,prokaryote,1.60E-07,3.204849045
NZ_CP011402.1,prokaryote,3.22E-05,643.5583409
NZ_CP011406.1,prokaryote,2.62E-05,523.3765017
NZ_CP011407.1,prokaryote,7.36E-06,147.1765292
NZ_CP011409.1,prokaryote,5.98E-05,1196.025011
NZ_CP011419.1,prokaryote,1.99E-05,397.2780182
NZ_CP011420.1,prokaryote,8.78E-05,1755.64096
NZ_CP011427.1,prokaryote,5.82E-05,1163.729994
NZ_CP011440.1,prokaryote,1.23E-07,2.465268496
NZ_CP011441.1,prokaryote,1.54E-07,3.08158562
NZ_CP011442.1,prokaryote,1.60E-07,3.204849045
NZ_CP011443.1,prokaryote,1.48E-07,2.958322195
NZ_CP011444.1,prokaryote,1.36E-07,2.711795346
NZ_CP011445.1,prokaryote,1.73E-07,3.451375895
NZ_CP011446.1,prokaryote,2.28E-07,4.560746718
NZ_CP011447.1,prokaryote,1.85E-07,3.697902744
NZ_CP011448.1,prokaryote,1.23E-07,2.465268496
NZ_CP011454.1,prokaryote,4.72E-05,943.2117267
NZ_CP011456.1,prokaryote,0.000217757,4355.143325
NZ_CP011460.1,prokaryote,1.79E-05,357.463932
NZ_CP011461.1,prokaryote,9.22E-06,184.4020835
NZ_CP011474.1,prokaryote,1.17E-06,23.42005071
NZ_CP011482.1,prokaryote,1.01E-05,201.7822264
NZ_CP011483.1,prokaryote,1.52E-05,304.4606593
NZ_CP011484.1,prokaryote,1.08E-05,215.58773
NZ_CP011485.1,prokaryote,1.88E-05,376.5697628
NZ_CP011486.1,prokaryote,3.19E-05,638.3812771
NZ_CP011487.1,prokaryote,1.42E-05,283.2593502
NZ_CP011489.1,prokaryote,2.16E-05,432.038304
NZ_CP011491.1,prokaryote,2.95E-05,589.8154877
NZ_CP011494.1,prokaryote,5.79E-05,1158.676193
NZ_CP011495.1,prokaryote,7.09E-07,14.17529385
NZ_CP011501.1,prokaryote,2.27E-05,453.6094033
NZ_CP011502.1,prokaryote,1.35E-05,269.0840564
NZ_CP011507.1,prokaryote,5.43E-05,1085.704246
NZ_CP011509.1,prokaryote,9.80E-05,1960.751298
NZ_CP011510.1,prokaryote,4.19E-07,8.381912887
NZ_CP011512.1,prokaryote,8.76E-05,1751.080213
NZ_CP011514.1,prokaryote,3.66E-05,732.6777971
NZ_CP011516.1,prokaryote,3.80E-05,759.1794334
NZ_CP011522.1,prokaryote,2.00E-05,400.8526575
NZ_CP011525.1,prokaryote,5.01E-05,1001.761853
NZ_CP011526.1,prokaryote,1.64E-06,32.788071
NZ_CP011528.1,prokaryote,2.88E-06,57.68728281
NZ_CP011530.1,prokaryote,2.66E-05,531.8816781
NZ_CP011531.1,prokaryote,0.04740675,948134.9911
NZ_CP011532.1,prokaryote,3.07E-06,61.38518556
NZ_CP011533.1,prokaryote,4.26E-05,851.627002
NZ_CP011535.2,prokaryote,7.05E-06,141.013358
NZ_CP011536.1,prokaryote,9.58E-06,191.6746256
NZ_CP011538.1,prokaryote,2.85E-05,569.7235495
NZ_CP011539.1,prokaryote,1.74E-05,348.5889654
NZ_CP011541.1,prokaryote,2.77E-05,553.5760408
NZ_CP011542.1,prokaryote,5.26E-05,1052.916175
NZ_CP011545.1,prokaryote,2.44E-05,487.8766354
NZ_CP011546.1,prokaryote,1.84E-05,368.804167
NZ_CP011564.1,prokaryote,1.54E-05,308.2818255
NZ_CP011566.1,prokaryote,4.07E-05,814.771238
NZ_CP011567.1,prokaryote,4.32E-05,864.9394519
NZ_CP011568.3,prokaryote,2.21E-05,441.036534
NZ_CP011572.1,prokaryote,7.72E-06,154.4490713
NZ_CP011574.1,prokaryote,2.20E-05,440.9132705
NZ_CP011578.1,prokaryote,2.77E-06,55.34527774
NZ_CP011581.1,prokaryote,8.05E-06,160.9820328
NZ_CP011584.1,prokaryote,7.81E-06,156.1747592
NZ_CP011591.1,prokaryote,1.78E-05,356.9708783
NZ_CP011597.1,prokaryote,3.05E-05,609.1678454
NZ_CP011602.1,prokaryote,5.27E-05,1054.148809
NZ_CP011612.1,prokaryote,1.38E-05,275.9868082
NZ_CP011618.1,prokaryote,2.97E-05,593.7599173
NZ_CP011624.1,prokaryote,2.24E-06,44.74462321
NZ_CP011636.1,prokaryote,1.69E-05,338.7278914
NZ_CP011642.1,prokaryote,2.54E-05,507.4755199
NZ_CP011647.1,prokaryote,9.86E-07,19.72214797
NZ_CP011650.1,prokaryote,8.11E-06,162.2146671
NZ_CP011657.1,prokaryote,1.28E-05,256.511187
NZ_CP011660.1,prokaryote,1.10E-05,220.6415304
NZ_CP011662.1,prokaryote,8.06E-06,161.1052962
NZ_CP011663.1,prokaryote,0.000143553,2871.051691
NZ_CP011664.1,prokaryote,2.93E-05,586.7339021
NZ_CP011685.1,prokaryote,2.05E-06,40.92345704
NZ_CP011686.1,prokaryote,9.92E-06,198.3308505
NZ_CP011687.1,prokaryote,1.05E-07,2.095478222
NZ_CP011688.1,prokaryote,8.63E-08,1.725687947
NZ_CP011689.1,prokaryote,1.66E-07,3.32811247
NZ_CP011690.1,prokaryote,8.63E-08,1.725687947
NZ_CP011691.1,prokaryote,7.40E-08,1.479161098
NZ_CP011692.1,prokaryote,1.79E-07,3.57463932
NZ_CP011693.1,prokaryote,1.23E-07,2.465268496
NZ_CP011694.1,prokaryote,1.11E-07,2.218741647
NZ_CP011695.1,prokaryote,1.29E-07,2.588531921
NZ_CP011696.1,prokaryote,9.86E-08,1.972214797
NZ_CP011697.1,prokaryote,1.29E-07,2.588531921
NZ_CP011698.1,prokaryote,1.11E-07,2.218741647
NZ_CP011699.1,prokaryote,1.05E-07,2.095478222
NZ_CP011700.1,prokaryote,1.48E-07,2.958322195
NZ_CP011701.1,prokaryote,1.23E-07,2.465268496
NZ_CP011702.1,prokaryote,9.86E-08,1.972214797
NZ_CP011703.1,prokaryote,1.36E-07,2.711795346
NZ_CP011704.1,prokaryote,1.79E-07,3.57463932
NZ_CP011705.1,prokaryote,1.60E-07,3.204849045
NZ_CP011706.1,prokaryote,1.29E-07,2.588531921
NZ_CP011707.1,prokaryote,1.73E-07,3.451375895
NZ_CP011708.1,prokaryote,2.03E-07,4.067693019
NZ_CP011709.1,prokaryote,1.85E-07,3.697902744
NZ_CP011710.1,prokaryote,1.11E-07,2.218741647
NZ_CP011711.1,prokaryote,1.42E-07,2.835058771
NZ_CP011712.1,prokaryote,1.23E-07,2.465268496
NZ_CP011713.1,prokaryote,1.23E-07,2.465268496
NZ_CP011714.1,prokaryote,1.60E-07,3.204849045
NZ_CP011715.1,prokaryote,1.54E-07,3.08158562
NZ_CP011716.1,prokaryote,3.70E-08,0.739580549
NZ_CP011717.1,prokaryote,1.42E-07,2.835058771
NZ_CP011718.1,prokaryote,1.29E-07,2.588531921
NZ_CP011719.1,prokaryote,1.36E-07,2.711795346
NZ_CP011720.1,prokaryote,1.42E-07,2.835058771
NZ_CP011721.1,prokaryote,1.48E-07,2.958322195
NZ_CP011722.1,prokaryote,1.11E-07,2.218741647
NZ_CP011723.1,prokaryote,6.16E-08,1.232634248
NZ_CP011724.1,prokaryote,1.11E-07,2.218741647
NZ_CP011725.1,prokaryote,1.36E-07,2.711795346
NZ_CP011726.1,prokaryote,1.29E-07,2.588531921
NZ_CP011727.1,prokaryote,1.66E-07,3.32811247
NZ_CP011728.1,prokaryote,1.36E-07,2.711795346
NZ_CP011729.1,prokaryote,6.16E-08,1.232634248
NZ_CP011730.1,prokaryote,1.85E-07,3.697902744
NZ_CP011731.1,prokaryote,1.48E-07,2.958322195
NZ_CP011732.1,prokaryote,1.23E-07,2.465268496
NZ_CP011733.1,prokaryote,1.42E-07,2.835058771
NZ_CP011734.1,prokaryote,1.48E-07,2.958322195
NZ_CP011735.1,prokaryote,1.73E-07,3.451375895
NZ_CP011736.1,prokaryote,1.97E-07,3.944429594
NZ_CP011737.1,prokaryote,1.60E-07,3.204849045
NZ_CP011738.1,prokaryote,1.48E-07,2.958322195
NZ_CP011739.1,prokaryote,1.36E-07,2.711795346
NZ_CP011740.1,prokaryote,1.23E-07,2.465268496
NZ_CP011741.1,prokaryote,9.86E-08,1.972214797
NZ_CP011742.1,prokaryote,1.11E-07,2.218741647
NZ_CP011743.1,prokaryote,1.23E-07,2.465268496
NZ_CP011744.1,prokaryote,1.23E-07,2.465268496
NZ_CP011745.1,prokaryote,8.63E-08,1.725687947
NZ_CP011746.1,prokaryote,5.55E-08,1.109370823
NZ_CP011747.1,prokaryote,1.79E-07,3.57463932
NZ_CP011748.1,prokaryote,1.11E-07,2.218741647
NZ_CP011749.1,prokaryote,8.01E-08,1.602424523
NZ_CP011750.1,prokaryote,2.03E-07,4.067693019
NZ_CP011751.1,prokaryote,1.36E-07,2.711795346
NZ_CP011752.1,prokaryote,1.91E-07,3.821166169
NZ_CP011753.1,prokaryote,8.63E-08,1.725687947
NZ_CP011754.1,prokaryote,1.29E-07,2.588531921
NZ_CP011755.1,prokaryote,1.11E-07,2.218741647
NZ_CP011756.1,prokaryote,9.24E-08,1.848951372
NZ_CP011757.1,prokaryote,1.85E-07,3.697902744
NZ_CP011758.1,prokaryote,9.86E-08,1.972214797
NZ_CP011759.1,prokaryote,5.55E-08,1.109370823
NZ_CP011760.1,prokaryote,1.23E-07,2.465268496
NZ_CP011761.1,prokaryote,1.66E-07,3.32811247
NZ_CP011762.1,prokaryote,1.60E-07,3.204849045
NZ_CP011763.1,prokaryote,1.17E-07,2.342005071
NZ_CP011764.1,prokaryote,1.79E-07,3.57463932
NZ_CP011765.1,prokaryote,1.11E-07,2.218741647
NZ_CP011766.1,prokaryote,2.22E-07,4.437483293
NZ_CP011767.1,prokaryote,9.86E-08,1.972214797
NZ_CP011768.1,prokaryote,1.73E-07,3.451375895
NZ_CP011769.1,prokaryote,3.96E-06,79.25838215
NZ_CP011773.1,prokaryote,3.19E-05,638.6278039
NZ_CP011774.1,prokaryote,3.59E-05,718.2559764
NZ_CP011775.1,prokaryote,1.32E-05,263.9069925
NZ_CP011776.1,prokaryote,1.96E-05,391.9776909
NZ_CP011786.1,prokaryote,1.55E-05,310.3773037
NZ_CP011787.1,prokaryote,2.91E-05,581.3103114
NZ_CP011789.1,prokaryote,4.68E-05,935.8159212
NZ_CP011790.1,prokaryote,1.23E-06,24.65268496
NZ_CP011791.1,prokaryote,1.13E-06,22.55720674
NZ_CP011798.1,prokaryote,2.87E-05,573.9145059
NZ_CP011801.1,prokaryote,4.15E-05,829.0697953
NZ_CP011803.1,prokaryote,0.000382431,7648.618773
NZ_CP011807.3,prokaryote,3.92E-05,784.5716989
NZ_CP011827.2,prokaryote,2.96E-06,59.16644391
NZ_CP011828.1,prokaryote,9.44E-06,188.8395668
NZ_CP011834.1,prokaryote,4.73E-05,946.1700488
NZ_CP011835.1,prokaryote,3.04E-05,608.5515283
NZ_CP011849.2,prokaryote,8.65E-06,172.938585
NZ_CP011853.1,prokaryote,2.26E-05,451.8837154
NZ_CP011854.1,prokaryote,3.54E-05,707.2855316
NZ_CP011855.1,prokaryote,7.61E-05,1521.686979
NZ_CP011856.1,prokaryote,3.69E-05,738.1013878
NZ_CP011859.1,prokaryote,0.000107325,2146.50928
NZ_CP011862.1,prokaryote,1.58E-05,316.5404749
NZ_CP011863.1,prokaryote,2.32E-05,463.963531
NZ_CP011868.1,prokaryote,4.58E-05,915.3541926
NZ_CP011882.1,prokaryote,1.01E-05,201.5356996
NZ_CP011883.2,prokaryote,2.69E-05,537.1820053
NZ_CP011884.1,prokaryote,1.02E-05,204.7405486
NZ_CP011885.1,prokaryote,5.60E-06,112.0464532
NZ_CP011913.1,prokaryote,1.31E-05,261.441724
NZ_CP011914.1,prokaryote,0.000126678,2533.556434
NZ_CP011915.1,prokaryote,5.05E-06,100.9527449
NZ_CP011917.1,prokaryote,4.78E-06,95.52915423
NZ_CP011918.1,prokaryote,4.11E-06,82.21670435
NZ_CP011919.1,prokaryote,2.61E-06,52.14042869
NZ_CP011921.2,prokaryote,2.14E-05,427.2310304
NZ_CP011922.2,prokaryote,2.14E-05,427.107767
NZ_CP011923.2,prokaryote,2.26E-05,452.3767691
NZ_CP011927.1,prokaryote,6.07E-05,1214.637788
NZ_CP011929.1,prokaryote,6.04E-05,1208.967671
NZ_CP011930.1,prokaryote,3.21E-05,642.3257067
NZ_CP011931.1,prokaryote,7.57E-05,1514.291174
NZ_CP011932.1,prokaryote,5.93E-06,118.5794147
NZ_CP011934.1,prokaryote,7.55E-05,1510.100217
NZ_CP011935.1,prokaryote,6.47E-06,129.3033326
NZ_CP011937.1,prokaryote,6.08E-06,121.5377369
NZ_CP011938.1,prokaryote,1.43E-06,28.59711456
NZ_CP011939.1,prokaryote,5.75E-05,1149.677963
NZ_CP011942.1,prokaryote,1.36E-06,27.24121688
NZ_CP011947.1,prokaryote,1.44E-05,288.9294678
NZ_CP011955.1,prokaryote,3.26E-06,65.20635172
NZ_CP011956.1,prokaryote,3.72E-06,74.45110859
NZ_CP011957.1,prokaryote,4.49E-06,89.85903669
NZ_CP011958.1,prokaryote,3.99E-06,79.75143585
NZ_CP011959.1,prokaryote,4.10E-06,81.9701775
NZ_CP011960.1,prokaryote,2.90E-06,58.05707309
NZ_CP011961.1,prokaryote,3.35E-06,67.0553031
NZ_CP011962.1,prokaryote,5.15E-06,103.0482231
NZ_CP011964.1,prokaryote,1.10E-05,220.7647938
NZ_CP011965.1,prokaryote,1.09E-05,218.9158425
NZ_CP011966.2,prokaryote,0.000312374,6247.483423
NZ_CP011971.1,prokaryote,2.73E-05,546.1802353
NZ_CP011972.2,prokaryote,1.06E-05,212.2596175
NZ_CP011974.1,prokaryote,0.000220487,4409.749023
NZ_CP011975.1,prokaryote,6.76E-05,1351.583453
NZ_CP011976.1,prokaryote,1.30E-06,26.00858264
NZ_CP011980.1,prokaryote,1.44E-06,28.84364141
NZ_CP011985.1,prokaryote,1.38E-06,27.61100716
NZ_CP011989.1,prokaryote,1.50E-06,30.07627565
NZ_CP011994.1,prokaryote,2.99E-05,597.8276103
NZ_CP011995.1,prokaryote,2.04E-05,407.5088824
NZ_CP011996.1,prokaryote,0.000101711,2034.2163
NZ_CP012001.1,prokaryote,2.47E-06,49.30536992
NZ_CP012002.1,prokaryote,3.81E-06,76.17679653
