NCBI accession number,name of host,genus,family,order,class,phylum,domain
JBNR01,Staphylococcus aureus AMMC6054,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBNQ01,Staphylococcus aureus SMMC0005,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJTT01,Mycobacterium tuberculosis TKK_04_0137,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTXO01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXC01,Acinetobacter baumannii 1179249,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXG01,Acinetobacter baumannii 1294243,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTXM01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJTS01,Mycobacterium tuberculosis TKK_04_0139,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBNP01,Staphylococcus aureus WMCA6041,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJTR01,Mycobacterium tuberculosis TKK_04_0140,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTXN01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXQ01,Acinetobacter baumannii 541915,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXO01,Acinetobacter baumannii 339786,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTXL01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJTP01,Mycobacterium tuberculosis TKK_04_0145,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBNN01,Staphylococcus aureus HBHO6042,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBNM01,Staphylococcus aureus SJUD6063,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJTO01,Mycobacterium tuberculosis TKK_04_0148,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTXK01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFWR01,Acinetobacter baumannii 1058283,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFWX01,Acinetobacter baumannii 1130196,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTXJ01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJTN01,Mycobacterium tuberculosis TKK_04_0149,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBNK01,Staphylococcus aureus SJUD6053,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJTM01,Mycobacterium tuberculosis TKK_04_0150,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTXI01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXE01,Acinetobacter baumannii 1276470-86,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXB01,Acinetobacter baumannii 1295549,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTXH01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJTL01,Mycobacterium tuberculosis TKK_04_0153,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBNG01,Staphylococcus aureus MISS6019,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBNF01,Staphylococcus aureus MISS6012,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJTK01,Mycobacterium tuberculosis TKK_04_0155,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTXG01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFWY01,Acinetobacter baumannii 1232509,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXX01,Acinetobacter baumannii 628418,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTXF01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJTI01,Mycobacterium tuberculosis TKK_04_0158,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBNE01,Staphylococcus aureus HOAG6054,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBND01,Staphylococcus aureus HOAG6057,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJTH01,Mycobacterium tuberculosis TKK_04_0159,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JFXS01,Acinetobacter baumannii 277047,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXP01,Acinetobacter baumannii 466215,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTXD01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJTG01,Mycobacterium tuberculosis TKK_04_0104,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBNC01,Staphylococcus aureus SJOS6076,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBNA01,Staphylococcus aureus OCMM6035,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JTXC01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXN01,Acinetobacter baumannii 14216,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXL01,Acinetobacter baumannii 1424608,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTXB01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJTE01,Mycobacterium tuberculosis NRITLD45,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBMZ01,Staphylococcus aureus OCMM6037,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBMY01,Staphylococcus aureus SCOA6011,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJTD01,Mycobacterium tuberculosis NRITLD47,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTWH01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFYA01,Acinetobacter baumannii 573719,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFYH01,Acinetobacter baumannii 981176,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTWG01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJTC01,Mycobacterium tuberculosis NRITLD49,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBMV01,Staphylococcus aureus WMCS6016,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBMU01,Staphylococcus aureus WAMC6013,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJTB01,Mycobacterium tuberculosis NRITLD50,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JFYK01,Acinetobacter baumannii 70136,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFYG01,Acinetobacter baumannii 88816,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJTA01,Mycobacterium tuberculosis NRITLD51,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBMT01,Staphylococcus aureus WMCA6040,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBMS01,Staphylococcus aureus AMMC6068,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJSZ01,Mycobacterium tuberculosis NRITLD53,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTWD01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFYI01,Acinetobacter baumannii 1406589,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFYJ01,Acinetobacter baumannii 98826,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTWC01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJSY01,Mycobacterium tuberculosis NRITLD54,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBMP01,Staphylococcus aureus UCIM6014,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBMN01,Staphylococcus aureus UCIM6018,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJSX01,Mycobacterium tuberculosis NRITLD55,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JFXZ01,Acinetobacter baumannii 883425,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXV01,Acinetobacter baumannii 225588,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTWA01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJSW01,Mycobacterium tuberculosis NRITLD56,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBML01,Staphylococcus aureus WMCS6019,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBMJ01,Staphylococcus aureus HOAG6068,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJSV01,Mycobacterium tuberculosis NRITLD57,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTVZ01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXW01,Acinetobacter baumannii 303002,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFWW01,Acinetobacter baumannii 1117819,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTVY01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJSU01,Mycobacterium tuberculosis NRITLD59,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBMI01,Staphylococcus aureus PLAC6017,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBMF01,Staphylococcus aureus SJUD6086,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJST01,Mycobacterium tuberculosis NRITLD60,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTVX01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFYF01,Acinetobacter baumannii 426863,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFYE01,Acinetobacter baumannii 213697,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTVW01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JBME01,Staphylococcus aureus CHOC6056,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBMD01,Staphylococcus aureus COAS6038,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJSR01,Mycobacterium tuberculosis NRITLD10,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTVV01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFYD01,Acinetobacter baumannii 826659,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFYC01,Acinetobacter baumannii 742879,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTVU01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJSQ01,Mycobacterium tuberculosis NRITLD11,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBMC01,Staphylococcus aureus SJOS6095,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBMB01,Staphylococcus aureus SJUD6087,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JTVT01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFYB01,Acinetobacter baumannii 730795,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXM02,Acinetobacter baumannii 1428368,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJSO01,Mycobacterium tuberculosis NRITLD13,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBMA01,Staphylococcus aureus SMMC6067,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBLZ01,Staphylococcus aureus SJUD6072,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJSN01,Mycobacterium tuberculosis NRITLD14,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTVR01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXD01,Acinetobacter baumannii 1281984,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFWT01,Acinetobacter baumannii 1170863,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTVQ01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJSM01,Mycobacterium tuberculosis NRITLD15,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBLY01,Staphylococcus aureus SJUD6074,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBLX01,Staphylococcus aureus WMCS6039,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJSL01,Mycobacterium tuberculosis NRITLD16,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTVP01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFWU01,Acinetobacter baumannii 1237202,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFWS01,Acinetobacter baumannii 11126,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTVO01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJSK01,Mycobacterium tuberculosis NRITLD17,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBLU01,Staphylococcus aureus SJOS6100,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBLT01,Staphylococcus aureus WMCS6038,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJSI01,Mycobacterium tuberculosis NRITLD19,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTVN01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFWQ01,Acinetobacter baumannii 1007214,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFWV01,Acinetobacter baumannii 1262761-97,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTVM01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJSH01,Mycobacterium tuberculosis NRITLD20,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBLS01,Staphylococcus aureus LPIH6021,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBLR01,Staphylococcus aureus OCMM6045,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJSG01,Mycobacterium tuberculosis NRITLD21,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTVL01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFWP02,Acinetobacter baumannii 1000160,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXJ01,Acinetobacter baumannii 1392509,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTVK01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJSE01,Mycobacterium tuberculosis NRITLD31,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBLQ01,Staphylococcus aureus OCMM6046,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJSD01,Mycobacterium tuberculosis NRITLD33,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTVJ01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXH01,Acinetobacter baumannii 1391434,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFWZ01,Acinetobacter baumannii 1413735,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTVI01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJSC01,Mycobacterium tuberculosis NRITLD34,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBLN01,Staphylococcus aureus OCMM6049,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBLM01,Staphylococcus aureus AMMC6070,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JJSB01,Mycobacterium tuberculosis NRITLD37,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JFXK01,Acinetobacter baumannii 1406182,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFXI01,Acinetobacter baumannii 1397513,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTVG01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JJSA01,Mycobacterium tuberculosis NRITLD38,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBLL01,Staphylococcus aureus AMMC6071,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBLK01,Staphylococcus aureus AMMC6072,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUP01,Mycobacterium tuberculosis TB_RSA77,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTZP01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFVA01,Acinetobacter baumannii 44895_9,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFVB01,Acinetobacter baumannii 44895_8,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTZO01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JKEP01,Mycobacterium tuberculosis BTB09-377,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBLI01,Staphylococcus aureus AMMC6074,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBLH01,Staphylococcus aureus AMMC6075,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKEJ01,Mycobacterium tuberculosis BTB09-565,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JTZN01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFVE01,Acinetobacter baumannii 44895_4,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JFWG01,Acinetobacter baumannii 24845_8,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JTZM01,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JKEC01,Mycobacterium tuberculosis BTB10-253,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
